RK,ID,NAME,TEAM,POS,GAMES,PASSING YDS,PASSING TD,PASSING INT,RUSHING YDS,RUSHING TD,RECEIVING RECEPTIONS,RECEIVING YARDS,RECEIVING TDS,D - SACKS,D - INTERCEPTIONS,D - FF,D - FR,PTS/GAME,TOTAL POINTS
82,20859, Drew Lock,DEN,QB,13,2933,16,15,160,3,0,0,0,0,0,0,0,13.9,181.32
83,20006, Russell Gage,ATL,WR,16,39,1,0,9,0,72,786,4,0,0,0,0,11.3,181.06
84,20841, Daniel Jones,NYG,QB,14,2943,11,10,423,1,0,0,0,0,0,0,0,12.9,180.02
85,16847, David Johnson,HOU,RB,12,0,0,0,691,6,33,314,2,0,0,0,0,15,179.5
86,16656, Logan Thomas,WAS,TE,16,28,0,0,5,0,72,670,6,0,0,0,0,11,176.62
87,19491, Robert Tonyan,GB,TE,16,0,0,0,0,0,52,586,11,0,0,0,0,11,176.6
88,21769, Clyde Edwards-Helaire,KC,RB,13,0,0,0,803,4,36,297,1,0,0,0,0,13.5,176
89,20805, T.J. Hockenson,DET,TE,16,0,0,0,0,0,67,723,6,0,0,0,0,11,175.3
90,21693, Joe Burrow O,CIN,QB,10,2688,13,5,142,3,0,0,0,0,0,0,0,17.4,173.72
91,19867, Michael Gallup,DAL,WR,16,0,0,0,0,0,59,843,5,0,0,0,0,10.8,173.3
92,16866, Jamison Crowder,NYJ,WR,12,43,1,0,14,0,59,699,6,0,0,0,0,14.3,172.02
93,18916, T.J. Watt,PIT,OLB,15,0,0,0,0,0,0,0,0,15,1,1,0,11.4,170.55
94,20933, Miles Sanders,PHI,RB,12,0,0,0,867,6,28,197,0,0,0,0,0,14.2,170.4
95,19803, Mark Andrews,BAL,TE,14,0,0,0,0,0,58,701,7,0,0,0,0,12.2,170.1
96,19827, Roquan Smith,CHI,ILB,16,0,0,0,0,0,0,0,0,4,2,1,0,10.6,169.7
97,21674, J.K. Dobbins,BAL,RB,15,0,0,0,805,9,18,120,0,0,0,0,0,11.2,168.5
98,19919, Chase Edmonds,ARI,RB,16,0,0,0,448,1,53,402,4,0,0,0,0,10.5,168
99,16775, DeVante Parker,MIA,WR,14,0,0,0,0,0,63,793,4,0,0,0,0,11.9,166.3
100,19562, Austin Ekeler,LAC,RB,10,0,0,0,530,1,54,403,2,0,0,0,0,16.5,165.3
101,11063, Emmanuel Sanders,NO,WR,14,0,0,0,12,0,61,726,5,0,0,0,0,11.8,164.8
102,18983, James Conner,PIT,RB,13,0,0,0,721,6,35,215,0,0,0,0,0,12.7,164.6
103,20768, Myles Gaskin,MIA,RB,10,0,0,0,584,3,41,388,2,0,0,0,0,16.4,164.2
103,14005, T.Y. Hilton,IND,WR,15,0,0,0,0,0,56,762,5,0,0,0,0,10.9,164.2
105,16771, Todd Gurley II,ATL,RB,15,0,0,0,678,9,25,164,0,0,0,0,0,10.9,163.2
106,17961, Sterling Shepard,NYG,WR,12,0,0,0,49,1,66,656,3,0,0,0,0,13.5,162.5
107,19207, Tim Patrick,DEN,WR,15,0,0,0,0,0,51,742,6,0,0,0,0,10.7,161.2
108,20880, Gardner Minshew II,JAX,QB,9,2259,16,5,153,1,1,0,0,0,0,0,0,17.9,160.66
109,18052, Blake Martinez,NYG,ILB,16,0,0,0,0,0,0,0,0,3,1,2,1,10,160.3
110,19565, Younghoe Koo,ATL,K,15,0,0,0,0,0,0,0,0,0,0,0,0,10.7,160
110,20033, Jason Sanders,MIA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,10,160
112,17967, Joe Schobert,JAX,ILB,16,0,0,0,0,0,0,0,0,2.5,3,2,0,10,159.7
113,19853, Mike Gesicki,MIA,TE,15,0,0,0,0,0,53,703,6,0,0,0,0,10.6,159.3
114,18956, Zach Cunningham,HOU,OLB,16,0,0,0,0,0,0,0,0,3,0,1,0,9.9,159.1
115,14916, Giovani Bernard,CIN,RB,16,0,0,0,416,3,47,355,3,0,0,0,0,9.9,158.1
116,21692, Jerry Jeudy,DEN,WR,16,0,0,0,0,0,52,856,3,0,0,0,0,9.8,157.6
117,21697, Laviska Shenault Jr.,JAX,WR,14,0,0,0,91,0,58,600,5,0,0,1,0,11.2,157.1
118,17926, Jaylon Smith,DAL,ILB,16,0,0,0,0,0,0,0,0,1.5,1,1,3,9.8,156.65
119,19238, Taysom Hill,NO,QB,16,928,4,2,457,8,8,98,1,0,0,0,0,9.8,156.62
120,8283, Ryan Fitzpatrick,MIA,QB,9,2091,13,8,151,2,1,0,0,0,0,0,0,17.1,153.74
121,18811, Mitchell Trubisky,CHI,QB,10,2055,16,8,195,1,0,0,0,0,0,0,0,15.4,153.7
121,18914, Mike Williams,LAC,WR,15,0,0,0,1,0,48,756,5,0,1,0,0,10.2,153.7
123,19816, DJ Chark Jr.,JAX,WR,13,0,0,0,0,0,53,706,5,0,0,0,0,11.8,153.6
124,21961, Darnell Mooney,CHI,WR,16,0,0,0,20,0,61,631,4,0,0,0,0,9.5,152.1
125,19989, Daniel Carlson,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.5,152
126,19852, Darius Leonard,IND,OLB,14,0,0,0,0,0,0,0,0,3,0,3,2,10.8,151.6
127,17983, Deion Jones,ATL,ILB,16,0,0,0,0,0,0,0,0,4.5,2,2,1,9.5,151.35
128,14, Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,40,15,14,11,9.4,151
129,28, Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,56,18,12,10,9.4,150
130,19514, Keelan Cole,JAX,WR,16,0,0,0,2,0,55,642,5,0,0,0,0,9.3,149.4
131,10974, Rob Gronkowski,TB,TE,16,0,0,0,0,0,45,623,7,0,0,0,0,9.3,149.3
131,20753, Noah Fant,DEN,TE,15,0,0,0,0,0,62,673,3,0,0,0,0,10,149.3
133,19843, Hayden Hurst,ATL,TE,16,0,0,0,0,0,56,571,6,0,0,0,0,9.3,149.1
134,22108, Tyler Bass,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.3,149
134,32, Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,53,14,11,8,9.3,149
136,14534, Bobby Wagner,SEA,ILB,16,0,0,0,0,0,0,0,0,3,0,0,1,9.2,146.9
137,19920, Dalton Schultz,DAL,TE,16,0,0,0,0,0,63,615,4,0,0,0,0,9.2,146.5
138,19815, Christian Kirk,ARI,WR,14,0,0,0,3,0,48,621,6,0,0,0,0,10.5,146.4
139,13291, Julio Jones,ATL,WR,9,0,0,0,0,0,51,771,3,0,0,0,0,16.2,146.1
140,17975, Hunter Henry,LAC,TE,14,0,0,0,0,0,60,613,4,0,0,0,0,10.4,145.3
141,14375, Lavonte David,TB,ILB,16,0,0,0,0,0,0,0,0,1.5,1,3,2,9.1,145
142,20941, Devin Singletary,BUF,RB,16,0,0,0,687,2,38,269,0,0,0,0,0,9,143.6
142,11488, Jimmy Graham,CHI,TE,16,0,0,0,0,0,50,456,8,0,0,0,0,9,143.6
144,19273, Eric Wilson,MIN,OLB,16,0,0,0,0,0,0,0,0,3,3,1,2,9,143.45
145,18909, Haason Reddick,ARI,OLB,16,0,0,0,0,0,0,0,0,12.5,0,5,0,9,143.35
